0.9122,1.0000,1.0000,0.9909,0.6550,0.6290,0.5344,1.0000,0.8624,0.9113,0.4040,1.0000,0.9202,0.4601,0.4127,0.3878,0.4463,0.5746,0.4836,0.3591,0.5575,0.2008,0.2816,0.3075,0.3442,0.5486,0.1127,0.3068,0.3355,0.0000,0.2940,0.0000,0.0000,0.4548,0.4405,0.3044,0.0000,0.0000,0.1394,0.0000,0.0000,0.0000,0.0000,0.2865,0.0000,0.1138,0.0000,0.0140,0.0327,0.0000,0.3287,0.1926,0.3076,0.2764,0.0685,0.2953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2301,0.0000,0.0000,0.2301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2953,0.0685,0.2764,0.3076,0.1926,0.3287,0.0000,0.0327,0.0140,0.0000,0.1138,0.0000,0.2865,0.0000,0.0000,0.0000,0.0000,0.1394,0.0000,0.0000,0.3044,0.4405,0.4548,0.0000,0.0000,0.2940,0.0000,0.3355,0.3068,0.1127,0.5486,0.3442,0.3075,0.2816,0.2008,0.5575,0.3591,0.4836,0.5746,0.4463,0.3878,0.4127,0.4601,0.9202,1.0000,0.4040,0.9113,0.8624,1.0000,0.5344,0.6290,0.6550,0.9909,1.0000,1.0000,0.9122
0.8206,0.9931,0.6904,1.0000,0.5948,1.0000,1.0000,0.6050,0.4439,0.9850,0.8831,0.8727,0.8763,0.3623,0.5354,0.3396,0.8367,0.6428,0.4122,0.1990,0.3462,0.3301,0.5872,0.4968,0.6455,0.3290,0.0561,0.4457,0.4529,0.2872,0.4080,0.1879,0.1822,0.0895,0.0000,0.0000,0.0000,0.1316,0.0000,0.0060,0.2853,0.0000,0.0000,0.1789,0.0000,0.0000,0.0000,0.0000,0.3008,0.2157,0.0934,0.2600,0.2126,0.0000,0.2748,0.0275,0.2152,0.2773,0.0000,0.0000,0.0000,0.0000,0.2226,0.2525,0.2525,0.2226,0.0000,0.0000,0.0000,0.0000,0.2773,0.2152,0.0275,0.2748,0.0000,0.2126,0.2600,0.0934,0.2157,0.3008,0.0000,0.0000,0.0000,0.0000,0.1789,0.0000,0.0000,0.2853,0.0060,0.0000,0.1316,0.0000,0.0000,0.0000,0.0895,0.1822,0.1879,0.4080,0.2872,0.4529,0.4457,0.0561,0.3290,0.6455,0.4968,0.5872,0.3301,0.3462,0.1990,0.4122,0.6428,0.8367,0.3396,0.5354,0.3623,0.8763,0.8727,0.8831,0.9850,0.4439,0.6050,1.0000,1.0000,0.5948,1.0000,0.6904,0.9931,0.8206
0.6028,0.9493,0.8685,0.7116,0.6174,0.7461,1.0000,0.6867,0.7984,0.9020,0.6390,1.0000,1.0000,0.4837,0.6298,0.4665,0.4295,0.2301,0.6051,0.5043,0.1626,0.2957,0.7105,0.2165,0.1243,0.3395,0.6609,0.1144,0.3895,0.4261,0.0334,0.3508,0.0725,0.2317,0.2065,0.1121,0.0000,0.2698,0.0000,0.0000,0.0000,0.0636,0.1243,0.0000,0.0085,0.0000,0.1016,0.0000,0.1337,0.0000,0.3057,0.0000,0.0000,0.0000,0.2973,0.2641,0.0000,0.1120,0.2221,0.0386,0.0208,0.0000,0.0000,0.2781,0.2781,0.0000,0.0000,0.0208,0.0386,0.2221,0.1120,0.0000,0.2641,0.2973,0.0000,0.0000,0.0000,0.3057,0.0000,0.1337,0.0000,0.1016,0.0000,0.0085,0.0000,0.1243,0.0636,0.0000,0.0000,0.0000,0.2698,0.0000,0.1121,0.2065,0.2317,0.0725,0.3508,0.0334,0.4261,0.3895,0.1144,0.6609,0.3395,0.1243,0.2165,0.7105,0.2957,0.1626,0.5043,0.6051,0.2301,0.4295,0.4665,0.6298,0.4837,1.0000,1.0000,0.6390,0.9020,0.7984,0.6867,1.0000,0.7461,0.6174,0.7116,0.8685,0.9493,0.6028
1.0000,1.0000,0.7934,0.7840,1.0000,1.0000,1.0000,0.9976,0.8769,0.4618,0.4913,0.9821,0.7524,0.3090,0.3482,0.7161,0.2296,0.3130,0.5589,0.6334,0.5797,0.2546,0.5703,0.2120,0.2479,0.5168,0.4232,0.5370,0.3770,0.2886,0.0000,0.0963,0.0000,0.0000,0.4423,0.0104,0.3337,0.1251,0.2137,0.0018,0.0538,0.0000,0.0000,0.1557,0.0000,0.0000,0.1018,0.0000,0.3083,0.3178,0.2904,0.0000,0.0000,0.2998,0.0000,0.3267,0.3245,0.2471,0.0000,0.0000,0.2458,0.0000,0.0000,0.0398,0.0398,0.0000,0.0000,0.2458,0.0000,0.0000,0.2471,0.3245,0.3267,0.0000,0.2998,0.0000,0.0000,0.2904,0.3178,0.3083,0.0000,0.1018,0.0000,0.0000,0.1557,0.0000,0.0000,0.0538,0.0018,0.2137,0.1251,0.3337,0.0104,0.4423,0.0000,0.0000,0.0963,0.0000,0.2886,0.3770,0.5370,0.4232,0.5168,0.2479,0.2120,0.5703,0.2546,0.5797,0.6334,0.5589,0.3130,0.2296,0.7161,0.3482,0.3090,0.7524,0.9821,0.4913,0.4618,0.8769,0.9976,1.0000,1.0000,1.0000,0.7840,0.7934,1.0000,1.0000
1.0000,1.0000,0.9326,0.5878,0.9332,1.0000,0.5603,0.8029,1.0000,0.9121,0.8574,0.8369,0.5722,0.5013,0.8374,0.8128,0.8275,0.8345,0.5278,0.4954,0.6777,0.5483,0.5591,0.5991,0.6394,0.2273,0.2279,0.0050,0.3182,0.0000,0.1878,0.2159,0.0108,0.1979,0.0000,0.0000,0.2826,0.0000,0.0000,0.0156,0.1890,0.0000,0.0860,0.0000,0.0000,0.0219,0.0284,0.0962,0.1583,0.3331,0.0114,0.0000,0.2066,0.0000,0.0000,0.0000,0.0000,0.3239,0.2352,0.1372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1372,0.2352,0.3239,0.0000,0.0000,0.0000,0.0000,0.2066,0.0000,0.0114,0.3331,0.1583,0.0962,0.0284,0.0219,0.0000,0.0000,0.0860,0.0000,0.1890,0.0156,0.0000,0.0000,0.2826,0.0000,0.0000,0.1979,0.0108,0.2159,0.1878,0.0000,0.3182,0.0050,0.2279,0.2273,0.6394,0.5991,0.5591,0.5483,0.6777,0.4954,0.5278,0.8345,0.8275,0.8128,0.8374,0.5013,0.5722,0.8369,0.8574,0.9121,1.0000,0.8029,0.5603,1.0000,0.9332,0.5878,0.9326,1.0000,1.0000
0.9043,1.0000,0.9719,0.6941,1.0000,0.9824,0.8347,0.8542,0.6980,0.5553,0.6080,0.8658,0.3215,0.3685,0.2951,0.2668,0.8123,0.6811,0.4954,0.2068,0.4573,0.4193,0.1837,0.3407,0.2905,0.4172,0.4051,0.0000,0.1715,0.3218,0.2102,0.4318,0.2676,0.0000,0.0000,0.1790,0.0000,0.0877,0.3100,0.0528,0.0000,0.1003,0.0000,0.0319,0.3090,0.0000,0.3228,0.2837,0.0000,0.0000,0.0000,0.0000,0.0000,0.1281,0.0000,0.0000,0.2414,0.0000,0.2201,0.0000,0.0000,0.1377,0.0903,0.2642,0.2642,0.0903,0.1377,0.0000,0.0000,0.2201,0.0000,0.2414,0.0000,0.0000,0.1281,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.3228,0.0000,0.3090,0.0319,0.0000,0.1003,0.0000,0.0528,0.3100,0.0877,0.0000,0.1790,0.0000,0.0000,0.2676,0.4318,0.2102,0.3218,0.1715,0.0000,0.4051,0.4172,0.2905,0.3407,0.1837,0.4193,0.4573,0.2068,0.4954,0.6811,0.8123,0.2668,0.2951,0.3685,0.3215,0.8658,0.6080,0.5553,0.6980,0.8542,0.8347,0.9824,1.0000,0.6941,0.9719,1.0000,0.9043
1.0000,1.0000,0.6827,0.5995,0.9876,1.0000,1.0000,0.6987,0.6500,0.9118,0.5849,0.9752,0.9015,0.5774,0.7790,0.7575,0.2772,0.8123,0.5096,0.7096,0.3303,0.7081,0.3286,0.0386,0.6395,0.0444,0.1786,0.5948,0.5697,0.2802,0.2956,0.1416,0.0074,0.0066,0.2217,0.2519,0.2537,0.2266,0.0000,0.0000,0.0000,0.0347,0.0000,0.2714,0.0000,0.0000,0.0000,0.1831,0.0828,0.0000,0.0000,0.1407,0.0000,0.2253,0.1444,0.0000,0.0000,0.3406,0.0000,0.0000,0.2190,0.3131,0.3402,0.1774,0.1774,0.3402,0.3131,0.2190,0.0000,0.0000,0.3406,0.0000,0.0000,0.1444,0.2253,0.0000,0.1407,0.0000,0.0000,0.0828,0.1831,0.0000,0.0000,0.0000,0.2714,0.0000,0.0347,0.0000,0.0000,0.0000,0.2266,0.2537,0.2519,0.2217,0.0066,0.0074,0.1416,0.2956,0.2802,0.5697,0.5948,0.1786,0.0444,0.6395,0.0386,0.3286,0.7081,0.3303,0.7096,0.5096,0.8123,0.2772,0.7575,0.7790,0.5774,0.9015,0.9752,0.5849,0.9118,0.6500,0.6987,1.0000,1.0000,0.9876,0.5995,0.6827,1.0000,1.0000
0.7311,0.5243,1.0000,0.8426,0.7370,1.0000,0.4877,0.7370,0.3811,0.6811,0.3715,0.3936,0.3705,0.7199,0.7646,0.6273,0.8687,0.4336,0.3471,0.7307,0.2547,0.7478,0.0573,0.7028,0.0292,0.5977,0.3182,0.6187,0.0000,0.2608,0.5263,0.1886,0.2375,0.2585,0.0642,0.1598,0.1040,0.3002,0.0000,0.0000,0.3153,0.2732,0.0000,0.0841,0.0000,0.0000,0.0000,0.0000,0.0586,0.0000,0.3321,0.3403,0.1387,0.0253,0.0000,0.2197,0.1293,0.0000,0.2876,0.2258,0.3149,0.1580,0.0794,0.0000,0.0000,0.0794,0.1580,0.3149,0.2258,0.2876,0.0000,0.1293,0.2197,0.0000,0.0253,0.1387,0.3403,0.3321,0.0000,0.0586,0.0000,0.0000,0.0000,0.0000,0.0841,0.0000,0.2732,0.3153,0.0000,0.0000,0.3002,0.1040,0.1598,0.0642,0.2585,0.2375,0.1886,0.5263,0.2608,0.0000,0.6187,0.3182,0.5977,0.0292,0.7028,0.0573,0.7478,0.2547,0.7307,0.3471,0.4336,0.8687,0.6273,0.7646,0.7199,0.3705,0.3936,0.3715,0.6811,0.3811,0.7370,0.4877,1.0000,0.7370,0.8426,1.0000,0.5243,0.7311
1.0000,1.0000,0.4669,0.4460,0.6806,0.9717,1.0000,0.4785,0.7713,0.6030,0.9954,0.8853,0.8613,0.5806,0.5205,0.3987,0.2236,0.7660,0.7061,0.8129,0.7867,0.4536,0.5787,0.6772,0.5859,0.1396,0.2570,0.0071,0.5595,0.2909,0.0015,0.2865,0.2237,0.0164,0.0000,0.1851,0.0538,0.2048,0.0141,0.2465,0.0363,0.0427,0.2637,0.0000,0.0000,0.0000,0.1786,0.0842,0.1429,0.0000,0.0000,0.0000,0.0000,0.0629,0.0000,0.0000,0.2829,0.0000,0.0098,0.1986,0.0000,0.0855,0.2537,0.3147,0.3147,0.2537,0.0855,0.0000,0.1986,0.0098,0.0000,0.2829,0.0000,0.0000,0.0629,0.0000,0.0000,0.0000,0.0000,0.1429,0.0842,0.1786,0.0000,0.0000,0.0000,0.2637,0.0427,0.0363,0.2465,0.0141,0.2048,0.0538,0.1851,0.0000,0.0164,0.2237,0.2865,0.0015,0.2909,0.5595,0.0071,0.2570,0.1396,0.5859,0.6772,0.5787,0.4536,0.7867,0.8129,0.7061,0.7660,0.2236,0.3987,0.5205,0.5806,0.8613,0.8853,0.9954,0.6030,0.7713,0.4785,1.0000,0.9717,0.6806,0.4460,0.4669,1.0000,1.0000
0.5186,1.0000,0.7544,0.5837,0.7149,1.0000,0.7131,0.5832,0.7798,0.4866,0.3527,0.3701,0.3490,0.3446,0.3138,0.6431,0.2993,0.3910,0.7537,0.4343,0.5462,0.1756,0.1656,0.0354,0.1008,0.1531,0.0574,0.0000,0.0000,0.1818,0.0000,0.0644,0.1367,0.2425,0.0000,0.2685,0.1232,0.0000,0.2615,0.2946,0.0000,0.0000,0.2143,0.1738,0.0000,0.0000,0.0000,0.0000,0.0828,0.0000,0.0000,0.1732,0.0000,0.0000,0.1493,0.2766,0.0082,0.0225,0.0000,0.0000,0.0228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0228,0.0000,0.0000,0.0225,0.0082,0.2766,0.1493,0.0000,0.0000,0.1732,0.0000,0.0000,0.0828,0.0000,0.0000,0.0000,0.0000,0.1738,0.2143,0.0000,0.0000,0.2946,0.2615,0.0000,0.1232,0.2685,0.0000,0.2425,0.1367,0.0644,0.0000,0.1818,0.0000,0.0000,0.0574,0.1531,0.1008,0.0354,0.1656,0.1756,0.5462,0.4343,0.7537,0.3910,0.2993,0.6431,0.3138,0.3446,0.3490,0.3701,0.3527,0.4866,0.7798,0.5832,0.7131,1.0000,0.7149,0.5837,0.7544,1.0000,0.5186
